,loss,_wandb,two_NN,participation_ratio,recurrent_matrix_norm,method_of_moments_ID,_step,_runtime,_timestamp,pos_decoding_err,input_matrix_norm,Ng,Np,seed,n_epochs,rnn_type,optimizer,activation,batch_size,initializer,is_periodic,weight_decay,bin_side_in_m,learning_rate,place_cell_rf,box_width_in_m,surround_scale,box_height_in_m,readout_dropout,sequence_length,place_field_loss,recurrent_dropout,place_field_values,n_grad_steps_per_epoch,n_place_fields_per_cell,place_field_normalization,State,Sweep,run_id,run_name,bias_norm,pos_decoding_err_below_10.0,score_60_by_neuron_max,score_90_by_neuron_max
0,4.010668277740479,{'runtime': 3192},3.251151948547714,2,21.919897079467773,2.98858904838562,20,3192,1658610887,4.163655638694763,4087.42578125,1024,512,0,20,RNN,adam,tanh,200,glorot_uniform,False,0.0001,0.05,0.0001,0.2,2.2,1,2.2,0.0,20,crossentropy,0.5,gaussian,10000,1,global,finished,oa0v2uzr,hstepv84,ethereal-sweep-680,,True,0.4360010896636708,1.395786483595976
1,4.000382900238037,{'runtime': 1701},2.081250808215989,2,0.0035100569948554,2.200420379638672,20,1699,1658608995,4.5066602528095245,12715.654296875,1024,512,1,20,GRU,adam,tanh,200,glorot_uniform,False,0.0001,0.05,0.0001,0.2,2.2,1,2.2,0.0,20,crossentropy,0.0,gaussian,10000,1,global,finished,oa0v2uzr,7pd3zxqy,fragrant-sweep-679,158.4098358154297,True,0.000416541663431174,0.4636283150452485
2,4.008082866668701,{'runtime': 7447},2.273256661111127,2,0.0059648416936397,2.4050581455230717,20,7447,1658614364,4.127004370093346,13399.533203125,1024,512,0,20,GRU,adam,tanh,200,glorot_uniform,False,0.0001,0.05,0.0001,0.2,2.2,1,2.2,0.0,20,crossentropy,0.0,gaussian,10000,1,global,finished,oa0v2uzr,bh3aq62z,toasty-sweep-678,154.43370056152344,True,0.1441449071541253,0.5249714399802679
3,4.000311851501465,{'runtime': 7180},2.051276908897694,3,6.426977051887661e-06,1.9785948991775515,20,7180,1658613763,4.531632736325264,7079.9482421875,1024,512,1,20,UGRNN,adam,tanh,200,glorot_uniform,False,0.0001,0.05,0.0001,0.2,2.2,1,2.2,0.0,20,crossentropy,0.0,gaussian,10000,1,global,finished,oa0v2uzr,3m6ud5a1,blooming-sweep-677,,True,0.0036508092303006723,0.5566640578004537
4,4.011527061462402,{'runtime': 12733},5.75443610871508,3,0.1531277000904083,3.68772292137146,20,12732,1658619252,4.348133131861687,5364.92529296875,1024,512,0,20,UGRNN,adam,tanh,200,glorot_uniform,False,0.0001,0.05,0.0001,0.2,2.2,1,2.2,0.0,20,crossentropy,0.0,gaussian,10000,1,global,finished,oa0v2uzr,v20gi8u1,rural-sweep-676,,True,0.4321936002684488,1.0543518912660597
5,4.0005364418029785,{'runtime': 8974},2.969482298233839,2,0.6650060415267944,2.576859951019287,20,8973,1658614554,4.542860761284828,9134.314453125,1024,512,1,20,LSTM,adam,tanh,200,glorot_uniform,False,0.0001,0.05,0.0001,0.2,2.2,1,2.2,0.0,20,crossentropy,0.0,gaussian,10000,1,global,finished,oa0v2uzr,llms585d,sandy-sweep-675,1028.3641357421875,True,-0.031162481979542814,0.9907642620723798
6,4.0081987380981445,{'runtime': 1835},2.7915502008604665,2,0.6643317937850952,2.5916073322296143,20,1833,1658607277,4.115135222673416,9840.068359375,1024,512,0,20,LSTM,adam,tanh,200,glorot_uniform,False,0.0001,0.05,0.0001,0.2,2.2,1,2.2,0.0,20,crossentropy,0.0,gaussian,10000,1,global,finished,oa0v2uzr,f12e2cp2,worthy-sweep-674,1032.0731201171875,True,-0.027918390770222484,1.067599734556636
7,4.003166198730469,{'runtime': 5031},3.282853823888469,2,21.25210952758789,3.044888496398926,20,5030,1658609700,4.603345319628716,4025.20849609375,1024,512,1,20,RNN,adam,tanh,200,glorot_uniform,False,0.0001,0.05,0.0001,0.2,2.2,1,2.2,0.0,20,crossentropy,0.0,gaussian,10000,1,global,finished,oa0v2uzr,mudmia3m,trim-sweep-673,,True,0.677353631555165,1.3488916449033488
8,4.010495185852051,{'runtime': 3153},3.2623946504127725,2,21.98105239868164,2.986979484558105,20,3152,1658607672,4.138812050223351,4087.813232421875,1024,512,0,20,RNN,adam,tanh,200,glorot_uniform,False,0.0001,0.05,0.0001,0.2,2.2,1,2.2,0.0,20,crossentropy,0.0,gaussian,10000,1,global,finished,oa0v2uzr,237bp10h,dandy-sweep-672,,True,0.546396191224691,1.2061444184231584
9,3.6059494018554688,{'runtime': 13210},2.1144239114642835,2,0.0324128158390522,2.266108751296997,20,13209,1658617710,4.537348821759224,15249.71484375,1024,512,1,20,GRU,adam,tanh,200,glorot_uniform,False,0.0001,0.05,0.0001,0.16,2.2,1,2.2,0.5,20,crossentropy,0.5,gaussian,10000,1,global,finished,oa0v2uzr,uawg5lj0,lilac-sweep-671,117.00149536132812,True,0.05769208722795341,0.4550989793922786
10,3.6073739528656006,{'runtime': 12852},1.9851329358265184,2,0.0874151438474655,2.2562625408172607,20,12851,1658617237,4.11374606192112,16706.228515625,1024,512,0,20,GRU,adam,tanh,200,glorot_uniform,False,0.0001,0.05,0.0001,0.16,2.2,1,2.2,0.5,20,crossentropy,0.5,gaussian,10000,1,global,finished,oa0v2uzr,ukcraoeg,prime-sweep-670,123.8174819946289,True,-0.16094390042852103,0.14678803222649833
11,3.6059303283691406,{'runtime': 7854},2.054174037247076,3,1.4355913663166577e-05,2.030436754226685,20,7853,1658611787,4.526892304420471,8031.5771484375,1024,512,1,20,UGRNN,adam,tanh,200,glorot_uniform,False,0.0001,0.05,0.0001,0.16,2.2,1,2.2,0.5,20,crossentropy,0.5,gaussian,10000,1,global,finished,oa0v2uzr,21w51kqc,desert-sweep-669,,True,0.3082329191522205,0.4762941904680592
12,3.607369899749756,{'runtime': 3271},2.004021454447726,3,1.1693919077515602e-05,2.029717445373535,20,3269,1658605428,4.128836095333099,7471.77001953125,1024,512,0,20,UGRNN,adam,tanh,200,glorot_uniform,False,0.0001,0.05,0.0001,0.16,2.2,1,2.2,0.5,20,crossentropy,0.5,gaussian,10000,1,global,finished,oa0v2uzr,4dcib3g8,laced-sweep-668,,True,0.33136813593924497,0.6044694855023229
13,3.606186628341675,{'runtime': 11683},3.06599072958345,2,0.8847030401229858,2.618123769760132,20,11682,1658612339,4.539439454674721,12901.53515625,1024,512,1,20,LSTM,adam,tanh,200,glorot_uniform,False,0.0001,0.05,0.0001,0.16,2.2,1,2.2,0.5,20,crossentropy,0.5,gaussian,10000,1,global,finished,oa0v2uzr,wa9zubhe,deft-sweep-667,1004.9144897460938,True,0.33294043701189946,1.15150090077037
14,3.61148738861084,{'runtime': 2420},3.5121928293071627,2,36.928497314453125,2.9126200675964355,20,2419,1658602145,4.621320962905884,4240.404296875,1024,512,1,20,RNN,adam,tanh,200,glorot_uniform,False,0.0001,0.05,0.0001,0.16,2.2,1,2.2,0.5,20,crossentropy,0.5,gaussian,10000,1,global,finished,oa0v2uzr,t1pjo2m4,distinctive-sweep-665,,True,0.8640282806650379,1.5826539604323866
15,3.611485958099365,{'runtime': 4229},3.4755137035275783,2,37.267539978027344,2.8824195861816406,20,4228,1658603913,4.140172153711319,4519.92578125,1024,512,0,20,RNN,adam,tanh,200,glorot_uniform,False,0.0001,0.05,0.0001,0.16,2.2,1,2.2,0.5,20,crossentropy,0.5,gaussian,10000,1,global,finished,oa0v2uzr,kkishq86,dulcet-sweep-664,,True,1.1156955080335942,1.465937563869774
16,3.6059281826019287,{'runtime': 6953},2.11395892233695,2,0.0335856303572654,2.267199277877808,20,6953,1658606563,4.540454223752022,15245.763671875,1024,512,1,20,GRU,adam,tanh,200,glorot_uniform,False,0.0001,0.05,0.0001,0.16,2.2,1,2.2,0.5,20,crossentropy,0.0,gaussian,10000,1,global,finished,oa0v2uzr,obrvo1kp,clear-sweep-663,117.16381072998048,True,0.08449696761161829,0.8136295482676802
17,3.607357263565063,{'runtime': 7564},1.985453698254133,2,0.0880101025104522,2.2573251724243164,20,7563,1658605560,4.115455225110054,16680.951171875,1024,512,0,20,GRU,adam,tanh,200,glorot_uniform,False,0.0001,0.05,0.0001,0.16,2.2,1,2.2,0.5,20,crossentropy,0.0,gaussian,10000,1,global,finished,oa0v2uzr,9lw1za25,fast-sweep-662,123.56372833251952,True,-0.06798160740132547,0.6669317762442355
18,3.605950355529785,{'runtime': 7352},2.055428200346858,3,1.3617695003631525e-05,2.0305163860321045,20,7352,1658604365,4.546694830060005,8027.26513671875,1024,512,1,20,UGRNN,adam,tanh,200,glorot_uniform,False,0.0001,0.05,0.0001,0.16,2.2,1,2.2,0.5,20,crossentropy,0.0,gaussian,10000,1,global,finished,oa0v2uzr,ntbd5157,still-sweep-661,,True,0.10263956287673202,0.507828866476595
19,3.607346773147583,{'runtime': 3252},2.0091269538660943,3,1.0462133104738314e-05,2.03284764289856,20,3250,1658599709,4.1112300008535385,7630.1435546875,1024,512,0,20,UGRNN,adam,tanh,200,glorot_uniform,False,0.0001,0.05,0.0001,0.16,2.2,1,2.2,0.5,20,crossentropy,0.0,gaussian,10000,1,global,finished,oa0v2uzr,oxqebxxa,ancient-sweep-660,,True,0.4559617032234582,0.9082001077289812
20,3.606110572814941,{'runtime': 8281},3.060954937078169,2,0.893991231918335,2.6183886528015137,20,8280,1658604650,4.518508166074753,12897.345703125,1024,512,1,20,LSTM,adam,tanh,200,glorot_uniform,False,0.0001,0.05,0.0001,0.16,2.2,1,2.2,0.5,20,crossentropy,0.0,gaussian,10000,1,global,finished,oa0v2uzr,peho2yx5,glowing-sweep-659,1004.8338623046876,True,0.22533632856035718,1.4186085220257592
21,3.607499837875366,{'runtime': 8805},3.135330795438068,2,0.9228113293647766,2.644536018371582,20,8803,1658604480,4.116177931427956,13627.259765625,1024,512,0,20,LSTM,adam,tanh,200,glorot_uniform,False,0.0001,0.05,0.0001,0.16,2.2,1,2.2,0.5,20,crossentropy,0.0,gaussian,10000,1,global,finished,oa0v2uzr,53x0heyw,major-sweep-658,1022.0113525390624,True,-0.012207929688146057,1.3118855988361176
