Ng,Np,seed,n_epochs,rnn_type,optimizer,activation,batch_size,initializer,is_periodic,weight_decay,bin_side_in_m,learning_rate,place_cell_rf,box_width_in_m,surround_scale,box_height_in_m,readout_dropout,sequence_length,place_field_loss,recurrent_dropout,place_field_values,n_grad_steps_per_epoch,n_place_fields_per_cell,place_field_normalization,State,Sweep,run_id,run_name,two_NN,_runtime,input_matrix_norm,participation_ratio,method_of_moments_ID,_wandb,_step,_timestamp,pos_decoding_err,recurrent_matrix_norm,loss,bias_norm
4096,512,0,10,GRU,adam,linear,200,glorot_uniform,False,0.0001,0.05,0.0001,0.2,2.2,1,2.2,0,20,crossentropy,0,gaussian,10000,1,global,finished,7li410k6,f5uvgetd,sunny-sweep-44,1.9425625472827477,8578.0,13839.755859375,1.0,1.9371464252471924,{'runtime': 8582},10.0,1652821685.0,4.07230369746685,3.574532985687256,4.037995338439941,604.3057861328125
4096,512,0,10,GRU,adam,linear,200,glorot_uniform,False,0.0,0.05,0.0001,0.2,2.2,1,2.2,0,20,crossentropy,0,gaussian,10000,1,global,finished,7li410k6,yoopr0hz,lemon-sweep-43,2.2042261599808155,53161.0,9062.4052734375,2.0,2.3730733394622803,{'runtime': 53165},10.0,1652866321.0,4.047181457281113,16751.818359375,4.037481307983398,27.79583740234375
4096,512,2,10,UGRNN,adam,linear,200,glorot_uniform,False,0.0001,0.05,0.0001,0.2,2.2,1,2.2,0,20,crossentropy,0,gaussian,10000,1,global,finished,7li410k6,yg0anodt,glowing-sweep-42,2.680748523285463,40794.0,22287.51171875,2.0,2.9559574127197266,{'runtime': 40798},10.0,1652853939.0,4.315391555428505,2.9485225240932778e-05,3.9941487312316895,
4096,512,2,10,UGRNN,adam,linear,200,glorot_uniform,False,0.0,0.05,0.0001,0.2,2.2,1,2.2,0,20,crossentropy,0,gaussian,10000,1,global,finished,7li410k6,20r22oog,silver-sweep-41,2.702370222756198,33968.0,22176.458984375,2.0,2.96714448928833,{'runtime': 33971},10.0,1652846997.0,4.32480201125145,6.094310283660889,3.99428653717041,
4096,512,1,10,UGRNN,adam,linear,200,glorot_uniform,False,0.0001,0.05,0.0001,0.2,2.2,1,2.2,0,20,crossentropy,0,gaussian,10000,1,global,finished,7li410k6,uc5eg9y7,rosy-sweep-40,2.689240270993877,38113.0,22295.61328125,2.0,3.079774856567383,{'runtime': 38115},10.0,1652851115.0,4.626832529902458,2.8361453587422147e-05,4.009199619293213,
4096,512,1,10,UGRNN,adam,linear,200,glorot_uniform,False,0.0,0.05,0.0001,0.2,2.2,1,2.2,0,20,crossentropy,0,gaussian,10000,1,global,finished,7li410k6,aj511xzd,vibrant-sweep-39,2.681108016221936,34151.0,22201.05078125,2.0,3.093839645385742,{'runtime': 34152},10.0,1652847127.0,4.6378351747989655,6.665028095245361,4.009304046630859,
4096,512,0,10,UGRNN,adam,linear,200,glorot_uniform,False,0.0001,0.05,0.0001,0.2,2.2,1,2.2,0,20,crossentropy,0,gaussian,10000,1,global,finished,7li410k6,8s6wroe7,quiet-sweep-38,2.3884843512893807,35404.0,22045.89453125,2.0,3.132221221923828,{'runtime': 35407},10.0,1652848371.0,4.038828611373901,2.4859498807927594e-05,4.037477016448975,
4096,512,0,10,UGRNN,adam,linear,200,glorot_uniform,False,0.0,0.05,0.0001,0.2,2.2,1,2.2,0,20,crossentropy,0,gaussian,10000,1,global,finished,7li410k6,i3akf7ko,snowy-sweep-37,2.384650470375748,38534.0,21969.96875,2.0,3.128803014755249,{'runtime': 38538},10.0,1652828088.0,4.042121395468712,6.275352478027344,4.037469863891602,
4096,512,2,10,LSTM,adam,linear,200,glorot_uniform,False,0.0001,0.05,0.0001,0.2,2.2,1,2.2,0,20,crossentropy,0,gaussian,10000,1,global,finished,7li410k6,0sk0ri7f,faithful-sweep-36,2.161667713679889,75203.0,17847.869140625,2.0,2.268160104751587,{'runtime': 75208},10.0,1652862385.0,4.306652024388313,1.8143315315246584,3.9943289756774902,3625.74462890625
4096,512,2,10,LSTM,adam,linear,200,glorot_uniform,False,0.0,0.05,0.0001,0.2,2.2,1,2.2,0,20,crossentropy,0,gaussian,10000,1,global,finished,7li410k6,4b36kxqk,volcanic-sweep-35,2.8843002106314395,74783.0,13192.447265625,4.0,2.912949323654175,{'runtime': 74788},10.0,1652861088.0,4.312615469098091,12069.978515625,3.994205236434937,4054.441162109375
4096,512,1,10,LSTM,adam,linear,200,glorot_uniform,False,0.0001,0.05,0.0001,0.2,2.2,1,2.2,0,20,crossentropy,0,gaussian,10000,1,global,finished,7li410k6,wp4bfnwz,iconic-sweep-34,2.1406730533176743,74508.0,18178.96875,2.0,2.183310031890869,{'runtime': 74514},10.0,1652859718.0,4.6174056828022,1.813368797302246,4.009362697601318,3606.994140625
4096,512,1,10,LSTM,adam,linear,200,glorot_uniform,False,0.0,0.05,0.0001,0.2,2.2,1,2.2,0,20,crossentropy,0,gaussian,10000,1,global,finished,7li410k6,sf6dzy15,glad-sweep-33,2.7595737729134693,75217.0,12521.2568359375,4.0,2.9284262657165527,{'runtime': 75223},10.0,1652860308.0,4.638257622718811,12003.2998046875,4.009181499481201,4055.2880859375
4096,512,0,10,LSTM,adam,linear,200,glorot_uniform,False,0.0001,0.05,0.0001,0.2,2.2,1,2.2,0,20,crossentropy,0,gaussian,10000,1,global,finished,7li410k6,gpfqmueq,morning-sweep-32,2.115173538341489,74700.0,16704.1328125,1.0,2.292431116104126,{'runtime': 74705},10.0,1652859288.0,4.077830538153648,1.580045461654663,4.0379815101623535,3653.34912109375
4096,512,0,10,LSTM,adam,linear,200,glorot_uniform,False,0.0,0.05,0.0001,0.2,2.2,1,2.2,0,20,crossentropy,0,gaussian,10000,1,global,finished,7li410k6,1s5jht4k,fast-sweep-31,2.7501166157885018,41676.0,12480.29296875,4.0,2.9461324214935303,{'runtime': 41681},10.0,1652821508.0,4.039323702454567,12111.7607421875,4.037530899047852,4052.053466796875
4096,512,2,10,RNN,adam,linear,200,glorot_uniform,False,0.0001,0.05,0.0001,0.2,2.2,1,2.2,0,20,crossentropy,0,gaussian,10000,1,global,finished,7li410k6,c3h7cl0y,elated-sweep-30,4.949199161920539,10003.0,749.5655517578125,3.0,3.801928758621216,{'runtime': 10004},10.0,1652789534.0,4.468895122408867,128.25057983398438,4.009481430053711,
4096,512,2,10,RNN,adam,linear,200,glorot_uniform,False,0.0,0.05,0.0001,0.2,2.2,1,2.2,0,20,crossentropy,0,gaussian,10000,1,global,finished,7li410k6,ak8303xj,blooming-sweep-29,3.982841610223886,9830.0,638.436767578125,18.0,6.045327186584473,{'runtime': 9832},10.0,1652787163.0,4.519737139344215,4300.9296875,3.998188972473145,
4096,512,1,10,RNN,adam,linear,200,glorot_uniform,False,0.0001,0.05,0.0001,0.2,2.2,1,2.2,0,20,crossentropy,0,gaussian,10000,1,global,finished,7li410k6,xdogn6ir,earnest-sweep-28,5.20160837660752,9733.0,733.6505126953125,3.0,4.170437335968018,{'runtime': 9733},10.0,1652786279.0,4.848499223589897,102.15433502197266,4.022486209869385,
4096,512,1,10,RNN,adam,linear,200,glorot_uniform,False,0.0,0.05,0.0001,0.2,2.2,1,2.2,0,20,crossentropy,0,gaussian,10000,1,global,finished,7li410k6,u4d0p1vb,vague-sweep-27,4.396834857179269,9472.0,578.3460083007812,6.0,8.7352933883667,{'runtime': 9473},10.0,1652785188.0,5.772850289940834,4219.013671875,4.0326924324035645,
4096,512,0,10,RNN,adam,linear,200,glorot_uniform,False,0.0001,0.05,0.0001,0.2,2.2,1,2.2,0,20,crossentropy,0,gaussian,10000,1,global,finished,7li410k6,58sryfal,cosmic-sweep-26,4.120089474845497,9644.0,728.2650146484375,3.0,5.521448135375977,{'runtime': 9645},10.0,1652785069.0,23.687613010406498,100.54695129394533,4.766542911529541,
4096,512,0,10,RNN,adam,linear,200,glorot_uniform,False,0.0,0.05,0.0001,0.2,2.2,1,2.2,0,20,crossentropy,0,gaussian,10000,1,global,finished,7li410k6,rts5yar8,swept-sweep-25,4.290999628275688,9475.0,609.94873046875,18.0,7.273362159729004,{'runtime': 9476},10.0,1652784565.0,4.905184730887413,4308.3408203125,4.0528764724731445,
4096,512,2,10,GRU,adam,linear,200,glorot_uniform,False,0.0001,0.05,0.0001,0.12,2.2,1,2.2,0,20,crossentropy,0,gaussian,10000,1,global,finished,7li410k6,75rehqod,sandy-sweep-24,2.095783936285466,52367.0,76096.28125,2.0,3.015526533126831,{'runtime': 52371},10.0,1652804520.0,4.306057840585709,0.6827076077461243,3.092892646789551,430.2901611328125
4096,512,2,10,GRU,adam,linear,200,glorot_uniform,False,0.0,0.05,0.0001,0.12,2.2,1,2.2,0,20,crossentropy,0,gaussian,10000,1,global,finished,7li410k6,c7r3o109,avid-sweep-23,3.220603152788923,52437.0,16515.69921875,5.0,2.656808614730835,{'runtime': 52440},10.0,1652804585.0,4.296087101101875,20382.830078125,3.0924060344696045,22.408485412597656
4096,512,1,10,GRU,adam,linear,200,glorot_uniform,False,0.0001,0.05,0.0001,0.12,2.2,1,2.2,0,20,crossentropy,0,gaussian,10000,1,global,finished,7li410k6,p7zrce2j,pious-sweep-22,1.8787845525261648,52669.0,58684.90625,2.0,3.078111410140991,{'runtime': 52672},10.0,1652804816.0,4.610913991928101,0.5716536641120911,3.084472894668579,263.2681884765625
4096,512,1,10,GRU,adam,linear,200,glorot_uniform,False,0.0,0.05,0.0001,0.12,2.2,1,2.2,0,20,crossentropy,0,gaussian,10000,1,global,finished,7li410k6,rznd40gc,stellar-sweep-21,3.1252891452783733,62847.0,14496.470703125,5.0,2.693779706954956,{'runtime': 62851},10.0,1652814986.0,4.640461876988411,21140.0,3.0841481685638428,26.831239700317383
4096,512,0,10,GRU,adam,linear,200,glorot_uniform,False,0.0,0.05,0.0001,0.12,2.2,1,2.2,0,20,crossentropy,0,gaussian,10000,1,global,finished,7li410k6,4cf4f80g,morning-sweep-19,3.048585572320473,52395.0,16013.6650390625,5.0,2.721632242202759,{'runtime': 52398},10.0,1652804528.0,4.010439291596413,20088.677734375,3.1115574836730957,30.01696014404297
4096,512,0,10,GRU,adam,linear,200,glorot_uniform,False,0.0001,0.05,0.0001,0.12,2.2,1,2.2,0,20,crossentropy,0,gaussian,10000,1,global,finished,7li410k6,zshlt04z,noble-sweep-20,1.9854346397790572,53980.0,66476.9765625,2.0,3.100693941116333,{'runtime': 53984},10.0,1652806114.0,4.04113233089447,0.6140559911727905,3.1117827892303467,309.6297302246094
4096,512,2,10,UGRNN,adam,linear,200,glorot_uniform,False,0.0001,0.05,0.0001,0.12,2.2,1,2.2,0,20,crossentropy,0,gaussian,10000,1,global,finished,7li410k6,3sb8ymgu,charmed-sweep-18,3.2129547174026207,37605.0,32185.884765625,6.0,2.7473080158233643,{'runtime': 37609},10.0,1652779509.0,4.299072176218033,0.00012961663014721123,3.0921859741210938,
4096,512,2,10,UGRNN,adam,linear,200,glorot_uniform,False,0.0,0.05,0.0001,0.12,2.2,1,2.2,0,20,crossentropy,0,gaussian,10000,1,global,finished,7li410k6,0fxmbnzy,unique-sweep-17,3.205946278439918,35554.0,32046.701171875,6.0,2.7398035526275635,{'runtime': 35558},10.0,1652777300.0,4.303625226020813,11.074064254760742,3.0923008918762207,
4096,512,1,10,UGRNN,adam,linear,200,glorot_uniform,False,0.0001,0.05,0.0001,0.12,2.2,1,2.2,0,20,crossentropy,0,gaussian,10000,1,global,finished,7li410k6,w948kx0w,rose-sweep-16,3.133634810995423,33633.0,30926.193359375,4.0,2.6147351264953613,{'runtime': 33636},10.0,1652775067.0,4.624438658356667,0.0001313860557274893,3.08406400680542,
